year,title,inn,ok1,ok2,ok3,region,of,of_lag,ta_fix,ta_fix_lag,ta_nonfix,ta_nonfix_lag,ta,ta_lag,tp_cap,tp_cap_lag,debt_long,debt_long_lag,tp_long,tp_long_lag,debt_short,debt_short_lag,tp_short,tp_short_lag,tp,tp_lag,sales,sales_lag,profit_operational,profit_operational_lag,exp_interest,exp_interest_lag,profit_before_tax,profit_before_tax_lag,cash_oper_inflow,cash_oper_inflow_sales,paid_to_supplier,paid_to_worker,cash_interest,cash_investment_of
2012,Концерн Алтайкоксохимстрой,2225083786,74,14,0,22.0,69.8,98.2,116.1,122.3,620.3,982.8,736.5,1105.1,-131.3,29.7,608.9,492.0,608.9,492.0,17.7,151.8,258.8,583.4,736.5,1105.1,1289.7,1816.9,-117.3,154.0,28.9,51.8,-200.5,3.7,1363.8,1200.9,995.8,33.1,13.0,0.0
2012,СМЦ-Трейд,2208014567,51,90,0,22.0,0.0,0.0,0.0,0.0,233.5,384.7,233.5,384.7,30.7,22.3,135.4,224.0,135.4,224.0,2.5,81.2,67.4,138.3,233.5,384.7,1724.1,1741.2,16.3,24.3,22.6,27.0,10.8,11.9,1995.9,1992.8,1909.6,1.7,22.7,0.0
2012,Алтайский трансформаторный завод,2221000387,31,10,1,22.0,196.7,197.3,201.4,200.6,856.3,687.8,1057.7,888.4,939.0,794.2,0.0,0.0,8.0,7.6,0.0,0.0,110.7,86.5,1057.7,888.4,1309.7,1185.6,179.9,159.0,0.0,0.0,180.5,164.7,1319.5,1243.9,805.4,172.9,0.0,33.0
2012,Кузбасское Открытое акционерное общество энергетики и электрификации,4200000333,40,11,1,42.0,4961.3,21962.2,26519.9,37514.3,10411.1,12746.7,36931.0,50261.0,6759.6,26356.2,15077.4,15000.0,15081.5,15368.4,4100.0,4091.6,15089.9,8536.4,36931.0,50261.0,35427.3,30429.3,439.4,267.7,1341.1,843.3,-883.7,-1538.0,41401.4,40594.4,36305.0,2011.6,1571.3,9166.1
2012,Алтай-Кокс,2205001753,23,10,0,22.0,3721.7,3696.0,3774.5,4092.5,5846.7,8343.9,9621.2,12436.4,7134.6,8708.7,0.0,21.8,331.4,338.7,0.0,62.0,2155.3,3389.0,9621.2,12436.4,38430.5,41060.4,4595.2,4251.9,5.6,1.5,4430.2,4073.4,40173.1,39862.1,30506.1,1135.3,0.0,179.4
2012,ЧЕРЕМНОВСКИЙ САХАРНЫЙ ЗАВОД,2261001027,15,83,0,22.0,580.1,374.2,583.5,377.4,1557.1,1396.6,2140.6,1774.0,963.1,695.0,293.3,188.6,339.4,209.0,756.8,796.5,838.1,870.0,2140.6,1774.0,1434.5,1495.3,400.4,346.3,97.1,57.5,338.8,291.9,1689.5,1558.3,1011.9,136.7,97.1,229.4
2012,БИЙСКИЙ МАСЛОЭКСТРАКЦИОННЫЙ ЗАВОД,2226009591,15,41,2,22.0,498.0,241.2,504.2,300.0,920.2,599.7,1424.4,899.7,40.5,33.1,110.0,110.0,111.2,110.6,1244.6,542.0,1272.7,756.0,1424.4,899.7,1706.6,285.2,80.0,23.9,123.4,21.5,14.3,5.5,378.4,277.9,889.6,56.9,109.6,91.1
2012,БАРНАУЛЬСКИЙ ПИВОВАРЕННЫЙ ЗАВОД,2222010839,15,96,0,22.0,1039.4,591.5,1385.3,990.7,907.5,751.6,2292.8,1742.4,939.1,911.8,339.9,206.6,392.2,247.1,547.7,264.2,961.5,583.4,2292.8,1742.4,1531.4,1081.7,194.8,76.2,43.7,26.8,49.3,39.0,2165.5,2155.4,880.9,281.5,41.5,475.6
2012,Открытое акционерное общество Алтайского вагоностроения,2208000010,35,20,33,22.0,4345.3,3226.5,5253.1,3729.7,5247.0,7311.2,10500.1,11040.9,3600.7,5138.7,379.0,160.7,479.0,220.7,958.6,1862.3,6420.4,5681.5,10500.1,11040.9,20631.4,17905.9,1028.4,2947.5,231.7,101.4,777.4,2482.1,23834.0,23130.3,16944.7,2031.8,232.4,1020.0
2012,Ключевской элеватор,2248000031,15,61,2,22.0,172.3,182.6,172.4,182.6,816.1,751.1,988.5,933.7,40.0,39.8,0.0,0.0,0.0,0.0,500.0,796.9,948.6,893.9,988.5,933.7,1186.0,1276.8,22.5,28.5,67.8,75.4,1.6,4.8,1159.5,1139.3,310.1,48.9,0.0,0.0
2012,Коротоякский элеватор,2286001269,15,61,2,22.0,124.7,118.3,289.2,304.4,284.6,194.9,573.8,499.3,72.4,57.9,0.0,0.0,0.0,1.0,168.0,45.0,501.3,440.4,573.8,499.3,1311.5,1089.2,20.3,17.7,6.4,0.3,18.1,20.8,1700.7,1686.7,1677.3,44.7,6.4,41.8
2012,Алейскзернопродукт,2201000766,15,61,2,22.0,505.7,508.5,764.8,694.1,1609.1,1387.8,2373.9,2081.9,1540.9,1449.7,0.0,0.0,0.0,0.0,439.9,280.0,833.0,632.2,2373.9,2081.9,5131.7,4892.2,200.3,260.7,29.8,29.0,112.2,194.5,5590.6,5012.1,4505.9,337.7,29.8,147.2
2012,МЕЛЬНИК,2209006093,15,61,2,22.0,195.8,166.9,247.4,224.4,1457.9,1218.6,1705.3,1443.0,1203.0,1184.1,0.0,0.0,0.3,0.0,1.3,0.0,502.0,259.0,1705.3,1443.0,4289.9,3401.6,54.6,71.4,0.2,1.1,44.4,48.0,4554.8,4518.5,4440.7,100.1,0.2,48.1
2012,СТРОЙГАЗ,2222008413,45,21,1,22.0,289.6,287.7,1549.5,1116.0,1063.0,1359.8,2612.5,2475.8,104.3,72.6,484.3,313.0,1204.4,569.4,277.4,354.6,1303.8,1833.7,2612.5,2475.8,2687.1,3053.3,67.5,30.7,0.0,14.6,48.1,5.9,3431.8,3051.2,3338.8,34.7,0.0,0.0
2012,Алтайхолод,2221003500,15,52,0,22.0,465.7,389.5,489.5,392.9,325.8,306.6,815.3,699.5,236.5,212.0,339.7,176.3,346.5,178.8,182.0,268.6,232.4,308.7,815.3,699.5,1119.9,866.3,159.5,97.0,59.2,42.9,35.5,20.4,2371.4,2330.3,2115.2,157.9,56.5,46.0
2012,Алтаймедтехника,2224006700,51,46,0,22.0,14.5,12.9,15.0,12.9,407.4,452.0,422.3,465.0,340.6,248.0,0.0,0.0,0.0,0.0,0.0,0.0,81.7,217.0,422.3,465.0,1412.8,1170.9,136.8,147.8,3.0,8.1,132.6,137.8,1355.0,1353.9,1056.1,92.6,3.0,4.3
2012,Курорт Белокуриха,2203000190,85,11,2,22.0,623.1,637.7,734.9,701.5,181.0,152.8,915.9,854.3,730.5,687.3,0.0,0.0,9.4,8.4,9.0,11.0,176.0,158.7,915.9,854.3,1215.7,1075.9,96.5,50.8,1.0,0.6,89.9,37.7,1238.5,1214.5,542.3,400.4,1.0,43.7
2012,Алтайкрайэнерго,2224132840,40,12,0,22.0,2.8,2.7,59.8,14.0,716.3,724.5,776.1,738.5,107.5,88.7,0.0,0.0,4.7,0.0,267.7,300.2,663.8,649.8,776.1,738.5,4246.3,4141.0,123.2,166.5,26.1,22.4,29.6,28.6,4150.7,4145.9,4001.3,62.1,26.3,0.9
2012,Алтайкрайгазсервис,2221024324,40,22,1,22.0,202.7,207.8,205.9,211.5,475.8,405.0,681.8,616.6,159.6,158.5,200.0,200.0,206.6,205.6,57.9,9.5,315.6,252.5,681.8,616.6,1152.6,1119.7,0.6,17.0,24.7,13.9,6.2,8.5,1371.7,1357.6,1015.1,168.9,23.6,7.6
2012,Барнаульская горэлектросеть,2221008019,40,13,1,22.0,46.6,51.6,49.2,54.1,636.9,305.9,686.1,360.1,84.9,84.0,0.0,0.0,0.0,0.0,263.0,0.0,601.2,276.1,686.1,360.1,3654.0,3606.5,16.4,62.6,8.2,0.0,51.0,79.6,3844.2,3588.6,3557.1,54.6,7.8,2.9
2012,"НК ""РОСНЕФТЬ"" - АЛТАЙНЕФТЕПРОДУКТ""",2225007351,50,50,0,22.0,1256.9,1044.2,1383.8,1169.5,1901.6,1619.5,3285.4,2789.0,-98.2,-154.5,87.0,437.9,114.1,450.2,841.2,504.6,3269.4,2493.3,3285.4,2789.0,13221.7,12670.3,180.3,-475.3,65.6,49.9,72.6,-585.8,13313.0,13170.1,12425.4,166.3,0.0,343.8
2012,ПродснабАлтай,2224073288,51,36,1,22.0,60.8,54.2,60.8,54.2,563.3,534.9,624.0,589.1,73.2,71.3,34.2,75.7,34.2,75.7,433.0,357.9,516.6,442.2,624.0,589.1,2517.9,2801.9,38.9,42.4,36.3,19.1,3.7,20.0,6047.1,2809.1,3094.8,13.2,20.1,0.0
2012,МАРИЯ-РА,2225021331,70,20,2,22.0,5005.7,2191.5,5232.7,2251.6,1017.1,1288.3,6249.8,3539.9,3667.9,1928.5,2109.8,1411.9,2213.1,1444.7,0.0,0.0,368.8,166.7,6249.8,3539.9,2962.3,1890.5,2396.4,1717.3,0.0,0.0,2319.1,1669.1,3449.1,3430.1,629.0,22.7,0.0,2642.8
2012,Иткульский спиртзавод,2245000523,15,91,0,22.0,338.8,260.4,357.8,280.4,872.5,735.8,1230.3,1016.1,757.7,653.1,0.0,0.0,3.1,11.6,0.0,0.0,469.5,351.4,1230.3,1016.1,1187.0,931.0,219.0,139.5,0.0,0.0,194.9,111.0,1240.9,1192.4,803.6,127.3,0.0,106.2
2012,АЛТАЙСКИЙ ЗАВОД АГРЕГАТОВ,2225003220,28,52,0,22.0,442.2,331.8,584.9,391.6,567.2,460.6,1152.1,852.3,1000.7,709.2,0.0,0.0,15.3,10.7,16.6,0.0,136.1,132.3,1152.1,852.3,1284.6,1026.0,374.0,329.7,0.0,0.0,366.3,315.3,1275.7,1257.6,808.3,187.8,0.0,94.8
2012,Кучуксульфат,2235001430,24,13,0,22.0,1145.4,1040.5,1247.3,1117.7,1099.9,908.7,2347.2,2026.4,2013.2,1628.5,104.1,44.3,131.0,77.1,0.0,0.0,203.0,320.8,2347.2,2026.4,4014.0,3540.5,1339.6,1199.7,2.6,0.5,1163.4,1120.5,3946.6,3935.7,1985.7,397.7,0.4,210.1
2012,АЛТАЙВИТАМИНЫ,2226002532,24,42,1,22.0,443.4,432.1,759.5,630.0,1035.4,1199.1,1795.0,1829.1,667.3,659.4,374.4,420.5,397.0,443.7,302.6,377.7,730.7,726.0,1795.0,1829.1,1444.8,1299.8,260.9,240.5,51.9,53.5,29.3,-74.6,1215.1,901.8,957.5,197.2,53.1,67.2
2012,ДМС-БАРНАУЛ,2222038841,51,44,4,22.0,10.0,10.1,15.3,22.2,233.1,125.0,248.4,147.2,77.2,79.6,0.0,0.0,0.0,0.0,80.6,0.0,171.2,67.6,248.4,147.2,1714.6,1352.1,-0.5,15.5,5.8,0.8,20.5,28.6,1669.4,1643.1,1677.2,47.9,5.5,0.8
2012,МАГИС,2225005347,50,50,0,22.0,25.0,26.3,28.7,32.7,48.8,39.0,77.5,71.7,17.2,17.4,0.0,0.0,0.6,1.0,0.0,0.0,59.7,53.3,77.5,71.7,1061.3,1055.0,9.9,-26.9,0.0,0.0,2.1,-30.7,1053.5,1046.5,1014.4,22.4,0.0,0.0
2012,ЭВАЛАР,2227000087,15,89,2,22.0,1366.1,1418.4,1694.0,1502.9,5319.2,3981.1,7013.2,5484.0,6328.3,4506.9,373.4,544.4,403.2,721.3,0.0,0.0,281.8,255.9,7013.2,5484.0,6576.8,5271.2,2522.1,1883.5,55.8,94.3,2276.7,1525.6,6755.5,6188.4,4079.9,242.0,61.5,389.8
2012,Глобус,2203000426,45,21,0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,947.6,0.0,0.9,0.0,0.0,0.0,0.0,0.0,0.7,0.0,0.0,0.0,947.6,0.0,1030.2,0.0,0.0,0.0,2.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2012,Барнаульское дорожно-строительное управление № 4,2221193717,45,21,2,22.0,91.2,62.5,93.4,62.9,144.1,71.9,237.5,134.8,122.5,116.1,0.0,0.0,0.5,0.0,0.0,0.0,114.5,18.7,237.5,134.8,2515.7,25.7,72.7,1.5,2.1,0.1,70.8,0.0,2478.0,2396.9,2298.2,35.0,1.8,46.5
2012,Торговый дом Копейка. РУ,2221052459,51,39,0,22.0,4.1,4.5,5.0,5.4,311.3,237.2,316.4,242.5,34.8,27.7,0.0,0.0,0.0,0.0,44.1,25.0,281.6,214.8,316.4,242.5,1264.6,1262.9,-9.7,-5.5,3.2,2.3,8.9,9.4,1328.5,1275.3,1272.4,23.6,3.7,0.0
2012,Жилищная инициатива,2221030960,45,21,1,22.0,261.3,140.0,261.8,140.4,2602.7,2459.0,2864.5,2599.4,826.4,596.3,182.7,311.5,182.8,311.6,0.0,0.0,1855.2,1691.5,2864.5,2599.4,3199.0,2411.1,303.0,219.2,0.1,0.0,319.1,249.1,3067.6,3024.5,3559.3,109.0,0.1,0.0
2012,Диор,2227011748,65,0,0,22.0,0.0,0.0,0.0,0.0,63.0,74.2,63.0,74.2,2.7,0.6,0.0,0.0,0.0,0.0,41.0,21.5,60.3,73.5,63.0,74.2,1187.9,1106.8,-8.2,-23.5,1.2,1.3,2.6,0.7,0.0,0.0,0.0,0.0,0.0,0.0
2012,Карагандинский Металл,2222803147,51,90,0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,112.0,0.0,0.7,0.0,0.0,0.0,0.0,0.0,28.2,0.0,0.0,0.0,112.0,0.0,1389.7,0.0,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2012,Бочкаревский пивоваренный завод,2287003050,15,96,0,22.0,847.5,627.8,853.7,634.7,736.9,566.3,1590.6,1201.0,1130.5,842.5,83.7,42.6,83.7,42.6,88.7,98.4,376.4,315.9,1590.6,1201.0,1454.5,956.5,391.9,221.8,0.0,1.2,344.3,191.0,1881.3,1831.6,929.1,117.4,9.8,234.2
2012,СЕЛФ,2222022619,45,21,1,22.0,265.8,192.3,851.5,512.1,2518.3,1652.2,3369.8,2164.2,278.7,194.0,476.6,599.6,1164.1,1043.3,540.2,390.3,1926.9,926.9,3369.8,2164.2,2303.2,1981.7,120.1,96.7,45.6,75.1,91.6,39.0,4412.5,2241.1,2122.1,11.6,45.6,23.9
2012,ВИЛЕНА,2226023170,51,90,0,22.0,11.2,12.2,11.2,12.2,266.2,256.4,277.3,268.6,32.8,25.4,0.0,0.0,1.2,1.2,0.0,0.0,243.4,242.1,277.3,268.6,2160.2,2469.7,0.7,2.0,0.0,0.0,10.3,7.1,2454.3,2436.2,2410.1,40.4,0.0,0.0
2012,"АВИАЦИОННОЕ ПРЕДПРИЯТИЕ""АЛТАЙ""",2259001380,63,23,4,22.0,178.3,155.6,187.8,165.7,140.7,103.1,328.5,268.9,227.6,200.4,0.0,0.0,4.6,3.4,11.0,11.0,96.3,65.1,328.5,268.9,1047.8,937.6,43.9,80.4,0.7,0.6,35.3,59.4,1325.8,1300.0,933.2,223.2,0.7,34.6
2012,СИБИРЬ - ПОЛИМЕТАЛЛЫ,2259002376,13,20,1,22.0,4075.9,3193.2,4134.6,3245.9,1679.5,1361.9,5814.1,4607.8,3379.1,2551.1,0.0,1435.6,0.9,1436.8,1940.9,235.9,2434.1,619.9,5814.1,4607.8,5279.9,5090.8,1056.6,1520.9,96.8,75.1,1039.2,1347.7,5133.4,4845.5,3320.6,563.5,96.9,755.7
2012,ХОЛОД,2205006790,15,51,11,22.0,252.6,121.0,255.7,125.0,486.2,467.4,742.0,592.4,159.5,81.6,0.0,0.0,1.3,1.3,455.1,390.2,581.2,509.5,742.0,592.4,2255.8,1919.2,31.9,12.7,21.7,26.5,19.9,-7.9,2380.9,2301.4,1923.3,205.7,0.0,151.9
2012,Барнаульский молочный комбинат,2223033980,15,51,11,22.0,79.9,57.0,502.1,181.3,775.6,1047.9,1277.8,1229.2,237.1,163.7,319.8,123.9,328.2,148.4,622.2,848.7,712.5,917.1,1277.8,1229.2,2496.1,2504.7,147.7,21.0,68.4,31.2,71.7,3.7,2462.5,2433.6,2388.3,98.8,62.3,102.7
2012,Бийскэнерго,2204052762,40,11,1,22.0,1168.4,976.4,1406.5,1205.9,1527.2,1704.2,2933.6,2910.1,1113.4,1023.7,0.0,200.0,136.7,328.8,1050.0,1205.0,1683.5,1557.5,2933.6,2910.1,5371.4,4970.6,699.0,555.4,100.7,122.1,548.8,342.9,5342.3,5326.6,3651.3,432.4,100.7,313.7
2012,РОСБЫТТЕХНИКА,2222031123,51,43,1,22.0,561.7,445.6,629.2,516.8,2880.6,1935.2,3509.8,2452.0,527.7,376.5,33.7,46.3,33.7,46.3,1680.8,1021.1,2948.3,2029.2,3509.8,2452.0,6076.0,4523.2,235.5,183.6,113.2,60.7,189.1,171.6,0.0,0.0,0.0,0.0,0.0,0.0
2012,Строительная инициатива,2221040076,70,12,2,22.0,40.7,19.4,40.7,19.4,2250.3,1430.6,2291.0,1450.0,354.0,292.7,152.1,71.0,152.1,71.0,0.0,0.2,1784.9,1086.4,2291.0,1450.0,1012.9,1098.9,119.3,98.6,0.0,0.0,145.4,109.6,412.7,392.2,1372.9,1.5,0.2,0.0
2012,Сибирский профиль,2208017423,28,11,0,22.0,0.0,0.0,13.5,0.0,107.4,63.2,120.9,63.2,2.3,1.6,0.0,0.0,0.0,0.0,22.3,23.3,118.6,61.6,120.9,63.2,1011.1,939.4,5.9,4.3,4.6,3.5,0.9,1.0,1263.3,1260.5,1238.6,4.8,4.6,0.0
2012,Щедрый вечер,2225102598,51,34,0,22.0,0.9,0.9,0.9,0.9,425.0,299.7,426.0,300.7,42.7,19.5,0.0,0.0,0.0,0.0,168.0,121.2,383.2,281.1,426.0,300.7,1326.4,678.8,50.0,18.9,0.0,0.0,29.2,12.1,0.0,0.0,0.0,0.0,0.0,0.0
2012,СтройДекор,5410043416,51,53,24,54.0,0.3,0.4,35.1,14.7,541.0,533.3,576.1,548.1,32.6,26.5,0.0,0.0,0.0,0.0,226.1,194.0,543.4,521.6,576.1,548.1,1567.8,1398.8,24.0,19.5,20.6,12.0,9.1,7.7,1623.8,1589.3,1475.7,4.2,20.6,0.0
2012,АгроСиб- Раздолье,7805252525,15,42,1,78.0,591.7,340.9,2923.6,2618.0,2172.3,2256.4,5095.9,4874.4,-471.4,-629.8,2121.6,2244.9,2242.8,2334.5,3213.9,2936.8,3324.5,3169.7,5095.9,4874.4,2969.0,1746.0,352.3,-50.2,289.2,224.9,216.3,0.0,2114.7,2012.5,861.5,67.4,466.3,71.5
2012,Золото Курьи,2254003626,13,20,41,22.0,320.9,377.3,430.2,396.2,456.4,479.6,886.6,875.8,178.0,91.0,224.0,402.0,224.0,402.0,200.3,294.8,484.6,382.8,886.6,875.8,1020.6,827.1,203.8,169.9,89.2,29.8,114.5,124.3,1211.5,1211.5,633.6,244.3,157.8,0.0
2012,"ТК ""Агропродснаб""",2222782673,51,21,1,22.0,0.0,0.0,0.0,0.0,21.6,50.6,21.6,50.6,3.9,2.2,0.0,0.0,0.0,0.0,0.9,0.0,17.7,48.4,21.6,50.6,1146.9,1385.9,3.5,2.0,0.8,0.3,2.2,1.3,0.0,0.0,0.0,0.0,0.0,0.0
2012,Сибэнергомаш,2224135248,28,30,1,22.0,261.3,162.5,284.8,453.1,4040.0,3673.4,4324.8,4126.5,1019.7,601.9,32.0,55.0,88.8,78.5,1680.3,443.1,3216.2,3446.0,4324.8,4126.5,4105.9,2654.0,613.1,435.0,124.7,29.6,536.8,416.7,3550.5,3412.5,2964.5,456.3,122.0,99.3
2012,Севуч плюс,2221176662,71,21,1,22.0,1.4,1.7,0.0,0.0,0.0,0.0,351.5,206.2,33.3,14.4,0.0,0.0,0.0,0.0,256.6,167.5,0.0,0.0,351.5,206.2,1108.5,883.1,0.0,0.0,5.1,1.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2012,Нордлэнд,2222786357,51,38,22,22.0,0.0,0.0,0.0,0.0,496.7,465.6,496.7,465.6,5.9,5.8,0.0,0.0,0.0,0.0,360.1,297.7,490.9,459.7,496.7,465.6,1080.3,1020.8,44.9,19.0,30.8,6.2,3.3,4.1,1591.4,1227.7,1328.7,24.6,26.8,0.0
2012,Ремитент,2224139980,65,23,1,22.0,0.0,0.0,495.5,608.0,4.4,0.5,499.9,608.5,2.5,1.7,0.0,0.0,417.3,494.0,0.0,0.0,80.0,112.7,499.9,608.5,2390.5,3859.3,0.1,0.2,0.0,0.0,1.1,0.8,11.4,11.4,1.7,0.1,0.0,0.0
2012,Ювита,2224142333,51,39,2,22.0,0.0,0.0,0.0,5.1,1573.0,361.2,1573.0,366.3,1.1,-1.0,0.0,0.0,0.0,0.0,2.1,47.8,1571.9,367.2,1573.0,366.3,5172.1,2876.0,2.1,0.9,4.0,0.9,2.7,-0.8,4746.6,4741.6,4658.0,4.2,0.0,0.0
2012,Втормет,2222788330,37,10,1,22.0,3.6,3.3,14.4,3.9,91.8,87.4,106.2,91.3,6.4,44.1,0.0,0.0,0.0,0.0,0.0,0.0,99.8,47.2,106.2,91.3,1072.6,1533.6,-46.1,70.3,0.0,0.0,-51.9,57.9,2462.7,1848.5,519.6,98.8,0.0,0.0
2012,Молочная сказка 22,2224143792,51,33,1,22.0,0.3,0.2,0.0,0.0,0.0,0.0,226.6,231.5,6.8,0.8,0.0,0.0,0.0,0.0,49.8,0.0,0.0,0.0,226.6,231.5,2631.8,2634.4,0.0,0.0,1.0,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2012,Сетевая компания Алтайкрайэнерго,2224143922,40,12,0,22.0,1743.2,1491.8,1912.0,1589.6,515.4,367.7,2427.4,1957.3,1504.3,1277.5,0.0,0.0,0.0,0.0,600.0,451.8,923.1,679.8,2427.4,1957.3,2206.9,2222.9,98.8,79.6,43.5,29.7,38.0,-21.3,2222.9,2199.5,1556.8,373.0,44.8,124.1
2012,Новосибирск-Торг,5403171880,51,39,0,54.0,639.6,846.1,748.9,961.7,3865.4,3628.4,4614.3,4590.1,201.3,200.5,2829.9,3318.3,2829.9,3318.3,663.6,512.5,1583.1,1071.3,4614.3,4590.1,1328.9,1399.0,91.0,128.0,237.9,312.9,0.8,1.9,5.2,0.0,3.6,14.3,0.0,0.0
2012,БАРНАУЛЬСКИЙ ВОДОКАНАЛ,2221064060,41,0,2,22.0,342.9,322.7,418.6,381.3,752.2,552.6,1170.8,933.9,308.7,218.9,94.2,120.2,221.0,224.6,235.9,192.0,641.1,490.4,1170.8,933.9,1218.3,1253.3,162.8,226.6,34.5,24.8,90.8,61.4,1224.3,1166.5,667.0,300.4,34.1,28.0
2012,НИССА,2204017711,51,45,0,22.0,12.2,7.3,62.1,42.0,116.7,84.5,178.9,126.5,109.7,73.7,0.0,0.0,0.0,0.0,9.4,4.0,69.2,52.8,178.9,126.5,1043.5,839.0,40.4,41.7,0.4,0.6,45.0,46.3,0.0,0.0,0.0,0.0,0.0,0.0
2012,Кармет-Строй,2224090974,45,21,0,22.0,0.2,0.3,0.2,0.3,221.1,184.5,221.3,184.8,39.2,25.3,0.0,0.0,0.0,74.6,170.8,45.6,182.0,84.9,221.3,184.8,1418.9,1149.7,35.6,8.1,20.8,1.5,17.5,9.8,1656.1,1598.6,1510.0,1.0,20.5,0.0
2012,ПРЕСТИЖ,2224090357,51,36,2,22.0,0.0,0.0,0.0,0.0,530.3,1233.7,530.3,1233.8,0.4,0.1,0.0,0.0,0.0,0.0,0.0,0.0,529.9,1233.7,530.3,1233.8,1320.0,3541.9,1.0,1.9,0.0,0.0,0.4,0.5,2936.2,2178.8,2240.6,5.7,0.0,0.0
2012,РОЗНИЦА-1,2225067449,52,12,0,22.0,721.8,549.4,5587.8,5389.6,4266.6,2631.0,9854.4,8020.5,5369.0,4482.0,0.0,0.0,0.0,0.0,952.1,742.8,4485.5,3538.6,9854.4,8020.5,26675.0,19605.2,630.6,391.8,8.9,11.9,1113.5,1116.8,26088.5,25463.2,23858.0,1310.8,8.7,291.5
