year,title,inn,ok1,ok2,ok3,region,of,of_lag,ta_fix,ta_fix_lag,ta_nonfix,ta_nonfix_lag,ta,ta_lag,tp_cap,tp_cap_lag,debt_long,debt_long_lag,tp_long,tp_long_lag,debt_short,debt_short_lag,tp_short,tp_short_lag,tp,tp_lag,sales,sales_lag,profit_operational,profit_operational_lag,exp_interest,exp_interest_lag,profit_before_tax,profit_before_tax_lag,cash_oper_inflow,cash_oper_inflow_sales,paid_to_supplier,paid_to_worker,cash_interest,cash_investment_of
2012,Комбинат КМАруда,3127000021,13,10,1,31.0,2993.3,2054.1,9001.1,8753.9,463.4,1628.1,9464.4,10381.9,5437.1,3588.8,0.0,125.0,135.5,249.2,0.0,0.0,3891.8,6543.9,9464.4,10381.9,6127.0,6800.1,2246.8,3044.9,3.0,28.3,2312.6,3042.7,6004.9,5992.5,2382.7,795.0,3.8,1028.4
2012,Стойленский горно-обогатительный комбинат,3128011788,13,10,2,31.0,21949.8,16459.7,23919.1,18665.7,30394.0,27521.5,54313.1,46187.2,51401.8,42972.7,374.4,0.0,938.8,745.7,0.4,0.0,1972.5,2468.8,54313.1,46187.2,39751.9,40513.7,24696.8,28763.0,0.4,0.0,24446.8,30022.3,38315.6,38176.5,9307.7,2068.5,0.0,5588.2
2012,Белгородский завод горного машиностроения,3124013819,29,52,0,31.0,231.7,182.9,234.3,183.6,603.9,597.7,838.2,781.3,750.7,668.1,1.0,1.0,19.8,18.9,0.0,0.0,67.7,94.3,838.2,781.3,1196.8,1127.3,149.1,135.8,0.0,0.0,149.8,136.6,1367.4,1202.4,799.8,178.8,0.0,86.0
2012,Оскольский электрометаллургический комбинат,3128005752,27,14,0,31.0,17859.0,18211.8,41479.5,53152.3,54123.8,37399.4,95603.3,90551.7,21189.7,20639.9,51608.4,55325.6,52208.0,55968.0,12089.9,6623.1,22205.5,13943.8,95603.3,90551.7,64435.2,70685.1,8927.6,13126.9,3041.0,2690.8,6059.2,10447.9,66392.8,65607.0,45754.7,4223.5,2728.5,2000.9
2012,Брянские коммунальные системы,3250066722,40,30,14,32.0,143.9,174.1,283.2,288.2,1177.9,1270.4,1461.0,1558.6,-510.9,-165.9,0.0,200.0,16.3,218.3,188.4,661.7,1955.6,1506.2,1461.0,1558.6,2192.0,3589.1,-172.7,-78.2,45.9,86.2,-369.3,-159.3,2486.9,2472.1,1177.9,354.1,24.1,1.2
2012,Царь-Мясо,3254006918,51,32,2,32.0,90.4,36.6,102.2,42.1,127.8,112.7,230.0,154.8,12.1,11.8,2.0,8.4,2.0,8.4,24.4,3.4,215.8,134.6,230.0,154.8,1119.0,987.5,13.1,20.0,2.2,1.8,-5.8,3.1,1245.2,1245.2,1014.5,3.0,1.3,0.0
2012,"Всемирная Торговая Организация ""Юго-Запад""",3254007252,51,3,0,32.0,0.4,0.9,0.4,0.9,150.9,218.3,151.3,219.2,27.2,18.2,0.0,0.0,0.0,0.5,25.0,25.0,124.1,200.4,151.3,219.2,1066.9,1243.4,10.9,24.2,2.3,4.5,11.1,10.9,1335.3,1066.1,937.8,2.9,0.0,0.0
2012,Мальцовский портландцемент,3202001147,26,51,0,32.0,1238.6,1188.1,1263.1,1215.0,3369.4,1508.0,4632.5,2722.9,4135.1,2158.4,0.0,0.0,64.9,79.6,9.7,9.7,432.4,484.9,4632.5,2722.9,9974.8,5647.2,2433.0,143.0,0.7,0.0,2367.3,170.9,7727.7,7718.8,6070.9,364.3,0.0,157.1
2012,Пролетарий,3229000246,21,12,0,32.0,714.1,362.8,776.9,694.0,639.6,611.2,1416.4,1305.2,1196.5,1146.1,0.0,0.0,15.2,13.3,0.0,0.0,204.7,145.9,1416.4,1305.2,2092.4,2170.3,378.0,457.9,0.0,0.0,376.9,467.0,2969.4,2420.2,1574.4,275.5,0.0,148.0
2012,Дятьковский деревообрабатывающий завод,3202000016,20,20,1,32.0,90.1,25.3,126.0,27.4,440.6,272.5,566.5,300.0,194.4,150.5,192.3,0.4,192.6,0.5,0.0,0.0,179.5,148.9,566.5,300.0,1360.7,1155.6,106.0,48.8,8.0,13.6,62.0,38.2,1528.9,1272.0,1044.9,164.7,6.5,82.5
2012,Брянконфи,3232000140,15,82,0,32.0,481.3,419.9,485.1,426.9,285.2,282.7,770.3,709.6,667.7,587.1,0.0,0.0,15.3,14.4,0.0,0.0,87.3,108.2,770.3,709.6,1168.3,1365.4,147.9,194.3,0.0,0.0,129.3,172.8,1588.1,1371.5,893.7,165.2,0.0,127.6
2012,Погарская сигаретно - сигарная фабрика,3223000539,16,0,0,32.0,27.7,22.6,30.0,24.3,2005.1,1288.2,2035.2,1312.5,23.4,22.0,0.0,0.0,0.0,0.0,516.5,0.0,2011.8,1290.5,2035.2,1312.5,1460.1,1602.7,-1.2,24.3,3.3,5.4,7.4,5.8,2174.7,2172.5,775.1,71.0,3.1,10.0
2012,Сыр Стародубский,3227005513,15,51,4,32.0,456.5,434.2,480.7,477.8,818.8,722.0,1299.5,1199.9,665.9,575.3,160.7,139.8,160.7,139.8,255.0,248.0,472.9,484.8,1299.5,1199.9,3371.5,3158.0,130.7,56.5,22.1,25.8,112.0,37.3,3282.8,3275.2,2556.4,187.3,46.5,155.9
2012,Брянский молочный комбинат,3232000207,15,51,11,32.0,168.1,158.7,188.9,178.4,282.3,201.8,471.2,380.2,150.8,138.1,0.0,0.0,0.0,0.0,214.0,200.0,320.4,242.1,471.2,380.2,1171.9,1197.7,25.4,23.8,18.7,15.3,16.6,7.7,1031.5,1019.6,890.5,66.7,18.7,16.0
2012,Клинцовский автокрановый завод,3203000428,34,10,5,32.0,277.2,255.6,290.8,270.7,1242.3,1042.0,1533.1,1312.7,1033.8,888.0,0.0,0.0,6.1,3.1,0.0,100.0,493.2,421.6,1533.1,1312.7,3537.9,2964.6,335.0,276.3,2.2,4.5,332.7,270.7,3616.2,3600.8,2868.1,273.8,2.2,49.9
2012,Брянскфармация,3201000327,51,46,1,32.0,49.2,43.3,49.3,43.4,402.7,305.0,452.0,348.4,28.1,20.6,0.0,0.0,2.3,0.7,80.0,100.0,421.6,327.2,452.0,348.4,1389.7,1563.8,25.0,6.6,10.2,0.0,4.3,1.1,1606.7,1300.4,1008.8,145.1,10.2,0.7
2012,Брянскоблгаз,3234007455,40,22,1,32.0,2651.1,2346.9,2700.4,2371.8,430.4,370.0,3130.8,2741.8,2771.7,2478.3,0.0,0.0,11.6,8.0,0.0,0.0,347.5,255.4,3130.8,2741.8,1696.3,1566.4,140.6,125.4,1.0,0.0,93.7,92.6,1677.5,1624.0,641.8,637.2,1.0,84.2
2012,Брянскнефтепродукт,3201000493,50,50,0,32.0,485.4,442.0,491.6,448.3,1210.8,993.3,1702.4,1441.6,1189.1,898.4,0.0,0.0,37.3,141.9,0.0,0.0,476.0,401.2,1702.4,1441.6,9914.2,8916.8,429.2,165.6,4.7,7.9,386.4,120.4,9985.5,9953.8,9221.4,139.0,0.0,99.3
2012,"Управляющая компания ""Брянский машиностроительный завод""",3232035432,35,20,1,32.0,1598.5,11.2,3430.4,1666.0,4761.3,3606.8,8191.7,5272.8,291.2,67.9,0.0,0.0,63.0,23.5,2881.9,2648.3,7837.6,5181.4,8191.7,5272.8,15994.9,11867.2,1437.4,1083.2,232.7,151.1,427.7,414.1,14983.3,14837.1,12000.2,1385.7,319.7,239.3
2012,Брянконфи,3232003656,51,36,21,32.0,12.5,9.8,12.5,9.8,119.6,113.1,132.1,122.9,4.9,2.5,0.0,0.0,0.0,0.0,3.5,3.0,127.2,120.4,132.1,122.9,1329.7,1521.0,128.3,130.8,0.4,0.6,25.4,39.3,1304.5,1284.7,1199.9,30.0,0.3,7.1
2012,"Магистральные нефтепроводы ""Дружба""",3235002178,60,30,11,32.0,140791.5,124996.0,163845.2,147916.3,46896.2,35448.3,210741.4,183364.6,133604.0,102898.6,67037.6,64029.8,72043.7,67033.0,573.0,2505.3,5093.7,13433.0,210741.4,183364.6,63432.3,66696.9,37489.8,52674.4,6045.8,189.3,32644.5,52375.2,57179.2,56473.3,13217.7,3181.4,5644.2,18748.8
2012,"Промышленная компания ""Бежицкий сталелитейный завод""",3232039998,35,20,4,32.0,4466.3,2553.9,4497.7,2590.6,1371.6,1594.6,5869.3,4185.2,2799.3,903.7,0.0,0.0,94.6,42.7,2370.2,2874.3,2975.4,3238.8,5869.3,4185.2,7685.7,4696.9,2891.3,741.9,38.6,34.1,2797.4,699.1,7124.8,7122.2,3097.6,981.3,28.8,1496.6
2012,Торговый дом,3234050362,51,33,1,32.0,3.5,5.2,3.5,5.2,166.4,130.3,169.9,135.4,19.2,16.3,30.0,29.3,30.0,29.3,34.0,16.0,120.7,89.8,169.9,135.4,1195.4,1042.2,5.8,13.2,4.1,3.9,4.6,4.7,1142.3,1111.5,880.6,11.7,0.0,0.0
2012,БРУСБОКС,3250053924,25,21,0,32.0,239.6,238.8,301.2,238.8,621.0,441.9,922.2,680.7,166.4,186.3,55.0,0.0,55.0,0.0,309.0,56.2,700.9,494.4,922.2,680.7,1980.6,1660.2,28.4,50.5,27.3,19.5,64.1,61.8,2963.3,2114.1,2191.9,79.1,27.3,120.2
2012,Куриное Царство-Брянск,3254511269,1,24,0,32.0,3066.2,2278.3,3665.3,3118.1,1229.2,838.9,4894.5,3957.0,1702.9,1361.9,2394.8,2168.0,2426.6,2190.6,222.6,0.0,764.9,404.5,4894.5,3957.0,4309.2,1549.6,303.6,48.6,197.3,71.9,346.3,123.6,7201.1,4806.9,4149.4,314.1,193.7,509.9
2012,Брянсктеплоэнерго,3250527250,40,30,0,32.0,17.3,1.4,79.9,1.4,295.6,156.7,375.5,158.2,-243.0,6.3,0.0,0.0,1.7,0.0,86.0,0.0,616.8,151.9,375.5,158.2,1233.7,133.5,-292.4,2.3,6.7,0.0,-310.6,1.7,1097.0,1053.7,514.7,256.2,6.7,14.0
2012,АвтоЛегион,3254512449,60,24,0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.0,16660.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2012,Фабрика - кухня,3232007570,55,30,0,32.0,208.2,210.4,956.6,896.5,449.9,345.3,1406.5,1241.9,275.9,226.4,463.5,477.0,463.7,477.2,28.7,59.3,666.9,538.2,1406.5,1241.9,1617.0,1463.4,58.9,42.5,49.4,30.1,70.0,20.3,2233.9,1897.4,1927.5,118.5,22.4,0.0
2012,"Издательский дом ""Пронто-центр""",3232020210,22,12,0,32.0,39.3,42.3,41.7,45.0,190.0,157.9,231.7,202.9,140.0,100.8,0.0,0.0,0.0,0.0,0.0,18.0,91.6,102.2,231.7,202.9,1038.4,973.8,524.7,457.5,0.0,0.0,532.6,462.4,1046.7,1038.4,268.1,169.7,0.0,1.6
2012,ОПТОВИК,3254001412,51,38,2,32.0,14.4,14.2,14.4,14.2,441.2,302.8,455.6,317.0,38.4,27.2,58.0,68.5,58.6,68.7,41.6,27.9,358.6,221.1,455.6,317.0,1433.5,944.4,-2.3,-14.9,9.7,8.2,15.3,2.9,1379.1,1349.3,1255.1,57.9,9.2,8.4
2012,Брянский автомобильный завод,3255502838,34,10,4,32.0,258.4,283.7,565.0,605.2,653.0,420.3,1217.9,1025.5,-448.4,-437.0,0.0,0.0,15.7,21.8,508.8,658.7,1650.7,1440.7,1217.9,1025.5,1256.7,817.3,49.9,-115.7,58.2,27.8,-18.2,-114.9,1333.5,1330.7,652.0,254.6,32.0,11.7
2012,Союз мастеров,3234029917,45,41,0,32.0,30.8,33.4,30.8,33.4,903.2,698.8,934.0,732.1,1.7,1.3,0.0,0.0,0.0,0.0,30.0,0.0,932.3,730.8,934.0,732.1,1013.0,810.9,3.1,-1.5,2.7,0.1,1.3,1.3,689.6,644.5,635.0,18.1,0.0,0.0
2012,Газпром межрегионгаз Брянск,3201005558,40,22,2,32.0,24.2,357.9,114.6,423.3,2691.4,1658.0,2806.0,2081.3,354.1,350.2,0.0,0.0,0.6,0.5,231.7,266.5,2451.3,1730.6,2806.0,2081.3,10221.4,9860.9,30.9,67.5,0.0,0.0,-0.0,6.2,9184.4,8987.7,9252.3,109.3,0.0,22.7
2012,Победа-Агро,3202010399,1,24,0,32.0,360.8,381.8,513.0,454.2,445.4,349.1,958.4,803.2,626.9,372.1,166.7,248.5,174.2,257.3,129.3,119.1,157.3,173.8,958.4,803.2,1274.1,1094.8,307.4,103.5,31.2,36.2,274.8,75.2,1267.7,1254.8,962.4,114.9,30.3,12.7
2012,Катюша,3202009019,36,14,0,32.0,479.5,412.0,489.7,420.6,488.0,431.9,977.7,852.5,165.9,114.7,72.1,272.1,78.3,275.9,401.1,256.8,733.6,462.0,977.7,852.5,1606.3,1327.9,217.6,158.3,53.9,69.7,72.5,55.6,1803.8,1537.3,986.5,212.8,50.1,72.2
2012,Западный регион,6730086192,51,4,0,67.0,0.0,0.0,0.0,0.0,0.0,0.0,133.1,77.9,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,133.1,77.9,1079.4,306.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2012,"Торговый Дом ""БрянскСпиртПром""",3250510962,52,25,11,32.0,4.5,1.1,0.0,0.0,0.0,0.0,392.9,175.3,80.0,34.2,0.0,0.0,0.0,0.0,14.1,22.2,0.0,0.0,392.9,175.3,1019.3,556.3,0.0,0.0,1.3,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2012,Экипаж,3255506832,50,10,2,32.0,102.9,33.5,0.0,0.0,0.0,0.0,313.9,153.0,95.1,50.6,80.0,3.0,0.0,0.0,10.5,30.9,0.0,0.0,313.9,153.0,1118.7,569.3,0.0,0.0,4.5,1.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2012,Брянский мясоперерабатывающий комбинат,3207011981,15,1,0,32.0,2658.5,1849.2,2704.5,1871.5,445.7,626.2,3150.2,2497.7,527.8,521.9,2123.5,1599.9,2123.5,1599.9,378.1,293.5,498.9,375.9,3150.2,2497.7,1106.4,976.3,67.3,45.5,228.9,71.3,-20.1,104.8,2109.7,1618.3,1981.4,118.2,275.8,0.0
2012,ЦТК,3254508604,51,90,0,32.0,37.2,21.9,0.0,0.0,0.0,0.0,320.0,279.4,48.4,18.4,42.2,0.0,0.0,0.0,62.3,42.5,0.0,0.0,320.0,279.4,1722.8,1868.7,0.0,0.0,3.6,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2012,МегаФрут,7724740500,51,31,0,77.0,0.0,0.0,0.0,0.0,0.0,0.0,403.6,197.9,0.9,-0.4,0.0,0.0,0.0,0.0,18.0,0.0,0.0,0.0,403.6,197.9,1444.1,1671.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2012,ПЛАСТИМА,3234051944,51,47,37,32.0,1.9,3.7,1.9,3.7,579.6,426.9,581.5,430.6,15.4,20.6,0.0,0.0,0.0,0.0,0.1,0.3,566.1,410.1,581.5,430.6,2232.8,1765.3,-1.3,7.8,0.0,0.0,3.7,0.3,2988.9,2595.3,2561.2,2.5,0.0,0.0
2012,Брянскэнергосбыт,3250056153,40,10,3,32.0,97.2,83.0,152.2,346.0,2888.5,4321.1,3040.7,4667.2,-2096.0,105.9,280.6,1627.9,280.6,1627.9,1130.9,2067.4,4856.0,2933.3,3040.7,4667.2,8904.5,8954.9,129.2,345.9,254.4,269.5,-2040.4,167.1,9836.5,7926.4,6635.1,188.5,242.2,6.0
2012,Евролот Запад,3250056428,52,11,2,32.0,123.6,137.2,123.6,138.9,210.9,145.1,334.5,284.0,-6.1,-19.3,94.4,70.0,94.4,70.0,7.9,20.0,246.2,233.3,334.5,284.0,1698.5,1296.8,38.1,30.8,9.2,15.3,18.8,19.0,3833.8,3081.5,1336.0,39.9,0.0,0.0
2012,ФОРТУНА ФОРТЭ,3255044257,51,35,0,32.0,0.2,0.3,0.2,0.3,264.4,196.5,264.6,196.8,25.1,17.8,115.0,75.0,115.0,75.0,20.4,31.3,124.5,104.0,264.6,196.8,1181.2,1139.8,10.3,-15.8,7.5,4.4,9.2,9.1,1507.5,1448.5,1347.0,22.1,7.4,0.0
2012,Брянскавтодор,3250510627,45,23,1,32.0,335.1,314.8,337.7,316.1,319.4,283.8,657.0,599.9,304.1,295.5,13.6,24.9,19.6,30.1,108.0,62.6,333.3,274.3,657.0,599.9,1127.0,821.3,61.4,45.3,12.8,8.3,14.4,5.7,1096.3,1092.2,724.4,243.9,12.3,26.5
2012,Торговая компания ПродМастер,3250058506,51,34,21,32.0,0.5,0.3,0.5,0.3,486.8,318.7,487.4,319.0,38.0,24.7,0.0,0.0,0.0,0.0,142.7,85.0,449.4,294.3,487.4,319.0,1637.6,785.8,73.9,22.3,13.0,7.6,15.5,6.7,1842.3,1826.0,1798.2,14.1,13.0,0.0
2012,Брянсксельмаш,3254003201,29,32,1,32.0,73.2,78.1,73.2,78.1,7490.5,4368.0,7563.8,4446.1,219.7,188.6,0.0,0.0,0.0,0.0,730.0,700.0,7344.1,4257.5,7563.8,4446.1,5881.0,5973.8,127.1,68.5,75.0,73.3,49.6,42.4,5783.9,5776.8,4494.0,27.8,0.0,0.0
2012,Алкопак-Трейдинг,7723624412,51,90,0,77.0,0.1,0.1,0.1,0.1,395.9,303.8,396.0,303.9,32.1,35.7,0.0,0.0,0.0,0.0,0.0,0.0,363.9,268.2,396.0,303.9,1307.1,1190.7,8.2,18.3,0.0,0.0,3.1,20.3,1237.9,1237.9,1200.6,1.4,0.0,0.0
2012,Импорттрейд,3255502933,51,31,0,32.0,0.6,0.2,0.6,0.2,170.7,359.9,171.3,360.0,41.2,27.6,0.0,0.0,0.0,0.0,47.0,27.7,130.1,332.4,171.3,360.0,1089.5,2296.5,12.1,25.3,2.2,6.5,17.4,20.7,1456.8,1253.0,2620.8,2.5,0.0,0.0
2012,Жуковский мотовелозавод,3243003961,35,41,0,32.0,245.9,200.0,246.2,201.2,908.3,354.3,1154.5,555.4,89.6,58.7,0.0,0.0,0.0,0.0,460.3,239.2,1064.9,496.7,1154.5,555.4,1038.5,855.0,83.7,34.2,27.7,4.6,40.2,20.8,990.6,989.3,1005.9,69.5,0.0,50.4
2012,Вектор,3250524122,51,21,1,32.0,65.3,0.0,0.0,0.0,0.0,0.0,311.7,231.3,0.1,-1.5,106.0,158.2,0.0,0.0,16.0,1.1,0.0,0.0,311.7,231.3,1064.4,151.8,0.0,0.0,21.8,1.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2012,Руимпекс,3255516132,51,31,0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,531.4,34.8,4.9,-1.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,531.4,34.8,1371.7,64.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2012,Дружба,3245002508,1,30,0,32.0,1958.1,1340.7,3025.1,2104.2,1097.6,747.3,4122.6,2851.5,1036.7,602.0,2826.5,2057.2,2832.6,2071.3,166.0,112.4,253.3,178.1,4122.6,2851.5,1004.4,584.2,270.4,209.5,141.5,100.5,443.9,226.9,1658.5,1088.0,772.7,39.5,140.1,1315.7
2012,Ритейл,3254004420,52,11,2,32.0,67.4,65.9,223.7,240.6,640.6,352.1,864.2,592.8,232.3,228.8,152.7,136.2,152.7,136.2,42.3,0.8,479.3,227.7,864.2,592.8,1865.8,1549.5,-14.0,1.5,13.6,7.0,5.2,3.1,2149.4,2118.4,2095.1,4.2,13.6,6.1
2012,Автомир-Пересвет,3250065969,50,10,2,32.0,46.1,47.9,46.1,47.9,289.8,188.0,336.0,235.9,113.2,93.0,0.0,0.0,0.0,0.0,155.7,87.6,222.7,142.8,336.0,235.9,1290.4,858.1,19.6,20.6,11.7,9.7,25.5,25.3,1250.3,1226.9,1229.9,20.0,10.9,29.8
2012,Дау Изолан,3329040242,24,16,0,33.0,919.8,1080.3,963.5,1094.1,1945.2,1842.7,2908.7,2936.8,2018.4,1896.9,0.0,0.0,3.0,68.5,0.0,0.0,887.3,971.4,2908.7,2936.8,7488.7,6134.7,1033.5,596.0,0.0,0.0,1041.2,569.9,7491.6,7360.8,6280.3,92.2,0.0,39.9
2012,Ютекс Ру,3315010390,36,63,4,33.0,926.7,1045.0,927.4,1070.9,579.2,466.4,1506.6,1537.3,592.7,418.0,492.1,786.5,499.2,793.8,247.5,192.5,414.8,325.6,1506.6,1537.3,1712.6,1157.7,258.8,85.7,50.4,62.5,211.7,-18.3,1677.0,1674.8,1176.5,56.6,25.7,14.3
2012,КСК-групп,3328446578,51,87,5,33.0,72.6,43.9,72.6,43.9,174.0,136.1,246.5,180.0,112.5,80.5,0.0,0.0,0.0,0.0,18.3,23.0,134.1,99.6,246.5,180.0,1124.7,960.6,48.4,42.6,1.0,1.0,45.7,40.5,1326.8,1326.5,1246.1,15.8,1.0,0.0
2012,Центр поставок - М,3328449730,51,32,11,33.0,0.4,0.0,0.5,0.1,991.9,889.7,992.3,889.8,16.9,16.4,0.0,0.0,0.0,0.1,0.0,0.0,975.4,873.3,992.3,889.8,9105.1,8381.9,21.7,23.1,0.0,0.3,20.8,21.1,8761.5,8743.1,8771.8,11.0,0.0,0.4
2012,Владимирская областная электросетевая компания,3329038170,40,12,0,33.0,1508.9,982.7,1514.1,982.8,305.9,244.7,1820.0,1227.5,553.1,364.6,67.9,298.5,118.3,321.8,391.8,197.0,1148.6,541.2,1820.0,1227.5,1504.7,1386.0,267.9,163.7,41.9,32.0,232.8,105.3,1684.3,1678.9,842.0,262.6,44.1,214.3
2012,Муромская стрелочная компания,3334008029,51,90,0,33.0,2.8,0.4,2.8,0.4,1070.1,1137.4,1072.8,1137.8,103.5,60.8,110.0,0.0,110.0,0.0,200.6,117.5,859.3,1077.0,1072.8,1137.8,2593.1,2954.1,68.0,67.2,10.0,23.4,54.2,45.5,7230.7,7144.0,7120.4,20.4,46.6,3.2
2012,АвтоТракт-Владимир,3328445119,50,10,2,33.0,149.0,6.4,154.8,15.5,240.7,171.4,395.5,186.9,20.7,10.0,215.0,125.0,215.0,125.0,23.3,0.0,159.8,51.9,395.5,186.9,1005.4,834.1,0.9,8.5,22.4,14.5,0.8,1.0,1947.2,1024.1,1130.6,10.4,20.6,0.0
2012,ГЕНЕРИУМ,3321027747,24,41,0,33.0,804.5,801.4,1224.2,1080.6,2573.0,1922.9,3797.3,3003.5,3219.4,2590.2,0.0,0.0,22.1,36.3,72.0,0.0,555.7,377.0,3797.3,3003.5,2529.7,2008.8,1710.7,1529.4,0.1,0.0,1674.8,1403.1,3266.1,3059.9,958.0,130.6,0.0,75.4
2012,Виллако,5036059790,26,82,2,50.0,403.9,432.0,525.9,553.9,283.7,245.3,809.6,799.1,100.0,-62.7,659.3,803.4,661.4,805.5,0.0,0.0,48.2,56.4,809.6,799.1,1145.3,890.3,-17.3,-96.4,32.4,36.9,-24.5,-177.2,1121.6,1121.6,946.9,91.5,13.2,11.1
2012,Трейд-Сервис,3328434156,51,32,2,33.0,15.8,10.8,46.4,43.1,2226.1,1852.6,2272.5,1895.8,98.2,122.3,0.0,0.0,0.0,0.0,97.5,74.6,2174.2,1773.4,2272.5,1895.8,14409.1,13127.5,121.0,266.9,1.5,2.1,99.9,223.1,14016.6,13727.0,12907.1,154.9,0.0,10.2
2012,Владимирская энергосбытовая компания,3302021309,40,13,2,33.0,199.4,198.0,1099.5,1098.1,1547.0,903.6,2646.6,2001.8,835.4,833.8,0.0,0.0,4.2,4.4,816.5,400.0,1807.0,1163.5,2646.6,2001.8,10456.2,10475.9,83.8,410.0,41.9,12.2,29.1,324.1,10484.8,10149.7,9955.8,83.0,36.3,9.8
2012,Авто-Дрим,3328434300,50,10,2,33.0,187.3,121.0,0.0,0.0,0.0,0.0,415.9,281.6,150.8,82.9,121.6,100.0,0.0,0.0,124.4,88.9,0.0,0.0,415.9,281.6,1202.4,948.7,0.0,0.0,12.5,9.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2012,Владресурс,3328434290,63,12,0,33.0,0.0,0.0,0.0,0.0,0.0,0.0,2876.0,2882.0,4.8,1.2,0.0,0.0,0.0,0.0,81.6,357.6,0.0,0.0,2876.0,2882.0,1492.9,764.0,0.0,0.0,8.8,7.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2012,Региональный Логистический Центр,3328436442,51,32,2,33.0,80.4,84.2,92.9,96.5,288.4,280.1,381.3,376.6,25.3,32.4,0.0,0.0,0.1,0.0,0.0,0.0,355.9,344.2,381.3,376.6,2909.5,2652.8,55.6,57.8,0.0,0.0,37.1,52.8,2862.8,2853.9,2555.4,191.0,0.0,16.3
2012,СПАР Владимир,3329035443,52,11,2,33.0,149.2,161.9,220.0,243.4,129.6,118.3,349.6,361.7,-441.5,-427.9,0.0,0.0,0.0,0.0,6.0,23.4,791.2,789.6,349.6,361.7,1231.5,1219.5,-15.4,-73.2,0.0,9.4,-2.9,-119.6,1399.9,1396.5,1155.1,120.7,22.3,0.0
2012,Кольчугинский завод цветных металлов,3306010227,27,44,0,33.0,1292.7,1346.6,1297.3,1347.9,838.8,801.9,2136.1,2149.8,-141.3,-114.3,1605.9,1605.9,1616.8,1617.7,350.0,352.2,660.6,646.4,2136.1,2149.8,4036.1,4856.7,8.6,93.2,34.5,29.5,-31.3,68.1,4689.9,4689.6,3825.1,217.4,34.5,18.0
2012,Владимирские коммунальные системы,3327329166,40,13,2,33.0,1713.9,985.0,1971.8,1002.2,1977.5,1958.9,3949.3,2961.1,759.1,982.6,30.0,742.2,123.9,801.1,1451.8,529.6,3066.3,1177.4,3949.3,2961.1,6818.5,6948.5,259.1,526.3,100.4,61.0,112.7,380.7,10309.8,6428.8,5402.1,519.0,406.3,212.4
2012,ВЛАДВНЕШТОРГ,3328430578,51,32,11,33.0,0.0,0.0,0.0,0.0,43.5,37.0,43.5,37.0,9.1,8.8,0.0,0.0,0.0,0.0,3.6,3.6,34.4,28.2,43.5,37.0,1146.2,937.6,15.4,14.4,0.0,0.0,10.2,8.6,1154.0,1154.0,580.1,0.0,0.0,0.0
2012,"Торговый Дом ""Аскона""",3305051742,51,47,1,33.0,56.3,22.5,83.7,45.4,1311.2,897.8,1394.9,943.2,342.7,96.5,0.0,0.0,0.0,0.0,0.0,0.0,1052.2,846.7,1394.9,943.2,6662.7,4030.8,416.8,126.5,0.0,0.0,320.4,56.8,9695.6,9576.1,6553.5,585.6,0.0,32.3
2012,Амбитус,3327332433,52,11,2,33.0,191.5,124.8,197.7,180.9,218.1,143.5,415.9,324.4,18.9,16.0,207.5,0.0,207.5,0.0,8.1,145.9,189.4,308.3,415.9,324.4,1723.6,1600.4,1.8,8.6,22.9,6.5,7.5,7.4,2102.7,2000.8,1833.2,136.3,22.5,0.0
2012,Грандис,3328435449,51,51,0,33.0,2.1,1.9,0.0,0.0,0.0,0.0,138.0,199.6,15.1,8.3,120.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,138.0,199.6,1240.0,1033.2,0.0,0.0,2.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2012,Владимир-Газэнергосеть,3329033132,51,51,4,33.0,93.2,68.9,96.7,77.4,1347.2,185.5,1443.9,262.9,94.2,-4.3,29.3,0.0,29.6,0.2,396.5,109.2,1320.1,267.0,1443.9,262.9,1599.3,967.9,-16.7,17.0,0.2,6.5,-1.7,4.5,1225.7,1184.1,886.0,47.1,3.1,30.2
